Room,Building,Equipment,PO_Link,Photo_Link,SOP_Link,Last_Calibrated,Next_Calibration_Due,Responsible_Department,Faculty_Name,Faculty_Email,AMC_Renewal_Due,Service_Due,Purchase_Date,Cost,Vendor,Warranty_Until,Funding_Source,Material_Code,Material_Description,Short_Description,Material_Type,Material_Group,Material_Category,Brand_Make,Model_Number,Vendor_Code,Purchase_UOM,Standard_Lead_Time,Contract_Reference,Valuation_Class,Account_Assignment_Category,Cost_Center,Asset_Category,Price_Control_Method,Tax_Code,HSN_SAC_Code,Inventory_Managed,Storage_Installation_Location,Maximum_Stock_Level,Serial_Number_Tracking,Shelf_Life,Delivery_Location,Approved_Vendor_List,Manufacturer_Part_Number,Material_Image,Technical_Specification,Remarks
JC315,JC Bose Block,Oscilloscope,https://drive.google.com/file/d/1PO_EXAMPLE_051/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 3,incharge.jc315@srmap.edu.in,2026-09-30,2026-07-31,2024-03-15,228500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000051,Oscilloscope,Oscilloscope,Asset,Civil Engineering,Capital Asset,Keysight,OSCI-151,VEN-00151,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC315,1 Nos.,Yes,Not Applicable,JC315,"ABC Technologies, XYZ Systems",KEYS-OSCI-051,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC315,JC Bose Block,Power Supply,https://drive.google.com/file/d/1PO_EXAMPLE_052/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 4,incharge.jc315@srmap.edu.in,2026-09-30,2026-07-31,2024-04-15,232000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000052,Power Supply,Power Supply,Asset,Civil Engineering,Capital Asset,Keysight,POWE-152,VEN-00152,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC315,1 Nos.,Yes,Not Applicable,JC315,"ABC Technologies, XYZ Systems",KEYS-POWE-052,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC315,JC Bose Block,Digital Multimeter,https://drive.google.com/file/d/1PO_EXAMPLE_053/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 5,incharge.jc315@srmap.edu.in,2026-09-30,2026-07-31,2024-05-15,235500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000053,Digital Multimeter,Digital Multimeter,Asset,Civil Engineering,Capital Asset,SRMAP Standard,DIGI-153,VEN-00153,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC315,1 Nos.,Yes,Not Applicable,JC315,"ABC Technologies, XYZ Systems",SRMA-DIGI-053,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC318,JC Bose Block,pH Meter,https://drive.google.com/file/d/1PO_EXAMPLE_054/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 6,incharge.jc318@srmap.edu.in,2026-09-30,2026-07-31,2024-06-15,239000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000054,pH Meter,pH Meter,Asset,Civil Engineering,Capital Asset,Thermo Fisher,PHME-154,VEN-00154,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC318,1 Nos.,Yes,Not Applicable,JC318,"ABC Technologies, XYZ Systems",THER-PHME-054,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC318,JC Bose Block,Hot Plate,https://drive.google.com/file/d/1PO_EXAMPLE_055/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 7,incharge.jc318@srmap.edu.in,2026-09-30,2026-07-31,2024-07-15,242500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000055,Hot Plate,Hot Plate,Asset,Civil Engineering,Capital Asset,Thermo Fisher,HOTP-155,VEN-00155,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC318,1 Nos.,Yes,Not Applicable,JC318,"ABC Technologies, XYZ Systems",THER-HOTP-055,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC318,JC Bose Block,Magnetic Stirrer,https://drive.google.com/file/d/1PO_EXAMPLE_056/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 8,incharge.jc318@srmap.edu.in,2026-09-30,2026-07-31,2024-08-15,246000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000056,Magnetic Stirrer,Magnetic Stirrer,Asset,Civil Engineering,Capital Asset,Thermo Fisher,MAGN-156,VEN-00156,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC318,1 Nos.,Yes,Not Applicable,JC318,"ABC Technologies, XYZ Systems",THER-MAGN-056,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC318,JC Bose Block,Centrifuge,https://drive.google.com/file/d/1PO_EXAMPLE_057/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 9,incharge.jc318@srmap.edu.in,2026-09-30,2026-07-31,2024-09-15,249500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000057,Centrifuge,Centrifuge,Asset,Civil Engineering,Capital Asset,Thermo Fisher,CENT-157,VEN-00157,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC318,1 Nos.,Yes,Not Applicable,JC318,"ABC Technologies, XYZ Systems",THER-CENT-057,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC319,JC Bose Block,Server Rack,https://drive.google.com/file/d/1PO_EXAMPLE_058/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 10,incharge.jc319@srmap.edu.in,2026-09-30,2026-07-31,2024-10-15,253000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000058,Server Rack,Server Rack,Asset,Civil Engineering,Capital Asset,Dell,SERV-158,VEN-00158,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC319,1 Nos.,Yes,Not Applicable,JC319,"ABC Technologies, XYZ Systems",DELL-SERV-058,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC319,JC Bose Block,Workstation PC,https://drive.google.com/file/d/1PO_EXAMPLE_059/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 11,incharge.jc319@srmap.edu.in,2026-09-30,2026-07-31,2024-11-15,256500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000059,Workstation PC,Workstation PC,Asset,Civil Engineering,Capital Asset,Dell,WORK-159,VEN-00159,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC319,1 Nos.,Yes,Not Applicable,JC319,"ABC Technologies, XYZ Systems",DELL-WORK-059,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC319,JC Bose Block,Network Switch,https://drive.google.com/file/d/1PO_EXAMPLE_060/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 12,incharge.jc319@srmap.edu.in,2026-09-30,2026-07-31,2024-12-15,260000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000060,Network Switch,Network Switch,Asset,Civil Engineering,Capital Asset,Dell,NETW-160,VEN-00160,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC319,1 Nos.,Yes,Not Applicable,JC319,"ABC Technologies, XYZ Systems",DELL-NETW-060,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC319,JC Bose Block,UPS,https://drive.google.com/file/d/1PO_EXAMPLE_061/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 1,incharge.jc319@srmap.edu.in,2026-09-30,2026-07-31,2024-01-15,263500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000061,UPS,UPS,Asset,Civil Engineering,Capital Asset,Dell,UPS-161,VEN-00161,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC319,1 Nos.,Yes,Not Applicable,JC319,"ABC Technologies, XYZ Systems",DELL-UPS-061,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC320,JC Bose Block,3D Printer,https://drive.google.com/file/d/1PO_EXAMPLE_062/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 2,incharge.jc320@srmap.edu.in,2026-09-30,2026-07-31,2024-02-15,267000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000062,3D Printer,3D Printer,Asset,Civil Engineering,Capital Asset,Bosch,3DPR-162,VEN-00162,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC320,1 Nos.,Yes,Not Applicable,JC320,"ABC Technologies, XYZ Systems",BOSC-3DPR-062,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC320,JC Bose Block,Laser Cutter,https://drive.google.com/file/d/1PO_EXAMPLE_063/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 3,incharge.jc320@srmap.edu.in,2026-09-30,2026-07-31,2024-03-15,270500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000063,Laser Cutter,Laser Cutter,Asset,Civil Engineering,Capital Asset,Bosch,LASE-163,VEN-00163,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC320,1 Nos.,Yes,Not Applicable,JC320,"ABC Technologies, XYZ Systems",BOSC-LASE-063,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC320,JC Bose Block,Soldering Station,https://drive.google.com/file/d/1PO_EXAMPLE_064/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 4,incharge.jc320@srmap.edu.in,2026-09-30,2026-07-31,2024-04-15,274000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000064,Soldering Station,Soldering Station,Asset,Civil Engineering,Capital Asset,SRMAP Standard,SOLD-164,VEN-00164,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC320,1 Nos.,Yes,Not Applicable,JC320,"ABC Technologies, XYZ Systems",SRMA-SOLD-064,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC320,JC Bose Block,Microscope,https://drive.google.com/file/d/1PO_EXAMPLE_065/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 5,incharge.jc320@srmap.edu.in,2026-09-30,2026-07-31,2024-05-15,277500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000065,Microscope,Microscope,Asset,Civil Engineering,Capital Asset,Thermo Fisher,MICR-165,VEN-00165,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC320,1 Nos.,Yes,Not Applicable,JC320,"ABC Technologies, XYZ Systems",THER-MICR-065,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC401,JC Bose Block,Oscilloscope,https://drive.google.com/file/d/1PO_EXAMPLE_066/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 6,incharge.jc401@srmap.edu.in,2026-09-30,2026-07-31,2024-06-15,281000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000066,Oscilloscope,Oscilloscope,Asset,Civil Engineering,Capital Asset,Keysight,OSCI-166,VEN-00166,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC401,1 Nos.,Yes,Not Applicable,JC401,"ABC Technologies, XYZ Systems",KEYS-OSCI-066,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC401,JC Bose Block,Power Supply,https://drive.google.com/file/d/1PO_EXAMPLE_JC401_PSU/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 7,incharge.jc401@srmap.edu.in,2026-09-30,2026-07-31,2024-07-15,284500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000067,Power Supply,Power Supply,Asset,Civil Engineering,Capital Asset,Keysight,POWE-167,VEN-00167,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC401,1 Nos.,Yes,Not Applicable,JC401,"ABC Technologies, XYZ Systems",KEYS-POWE-067,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC401,JC Bose Block,Function Generator,https://drive.google.com/file/d/1PO_EXAMPLE_068/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 8,incharge.jc401@srmap.edu.in,2026-09-30,2026-07-31,2024-08-15,288000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000068,Function Generator,Function Generator,Asset,Civil Engineering,Capital Asset,Keysight,FUNC-168,VEN-00168,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC401,1 Nos.,Yes,Not Applicable,JC401,"ABC Technologies, XYZ Systems",KEYS-FUNC-068,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC401,JC Bose Block,Soldering Station,https://drive.google.com/file/d/1PO_EXAMPLE_069/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 9,incharge.jc401@srmap.edu.in,2026-09-30,2026-07-31,2024-09-15,291500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000069,Soldering Station,Soldering Station,Asset,Civil Engineering,Capital Asset,SRMAP Standard,SOLD-169,VEN-00169,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC401,1 Nos.,Yes,Not Applicable,JC401,"ABC Technologies, XYZ Systems",SRMA-SOLD-069,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC402,JC Bose Block,Desktop Computer,https://drive.google.com/file/d/1PO_EXAMPLE_070/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 10,incharge.jc402@srmap.edu.in,2026-09-30,2026-07-31,2024-10-15,295000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000070,Desktop Computer,Desktop Computer,Asset,Civil Engineering,Capital Asset,Dell,DESK-170,VEN-00170,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC402,1 Nos.,Yes,Not Applicable,JC402,"ABC Technologies, XYZ Systems",DELL-DESK-070,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC402,JC Bose Block,Projector,https://drive.google.com/file/d/1PO_EXAMPLE_071/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 11,incharge.jc402@srmap.edu.in,2026-09-30,2026-07-31,2024-11-15,298500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000071,Projector,Projector,Asset,Civil Engineering,Capital Asset,Dell,PROJ-171,VEN-00171,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC402,1 Nos.,Yes,Not Applicable,JC402,"ABC Technologies, XYZ Systems",DELL-PROJ-071,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC402,JC Bose Block,Document Camera,https://drive.google.com/file/d/1PO_EXAMPLE_072/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 12,incharge.jc402@srmap.edu.in,2026-09-30,2026-07-31,2024-12-15,302000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000072,Document Camera,Document Camera,Asset,Civil Engineering,Capital Asset,SRMAP Standard,DOCU-172,VEN-00172,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC402,1 Nos.,Yes,Not Applicable,JC402,"ABC Technologies, XYZ Systems",SRMA-DOCU-072,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC403,JC Bose Block,3D Printer,https://drive.google.com/file/d/1PO_EXAMPLE_073/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 1,incharge.jc403@srmap.edu.in,2026-09-30,2026-07-31,2024-01-15,305500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000073,3D Printer,3D Printer,Asset,Civil Engineering,Capital Asset,Bosch,3DPR-173,VEN-00173,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC403,1 Nos.,Yes,Not Applicable,JC403,"ABC Technologies, XYZ Systems",BOSC-3DPR-073,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC403,JC Bose Block,Vacuum Pump,https://drive.google.com/file/d/1PO_EXAMPLE_074/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 2,incharge.jc403@srmap.edu.in,2026-09-30,2026-07-31,2024-02-15,309000,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000074,Vacuum Pump,Vacuum Pump,Asset,Civil Engineering,Capital Asset,SRMAP Standard,VACU-174,VEN-00174,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC403,1 Nos.,Yes,Not Applicable,JC403,"ABC Technologies, XYZ Systems",SRMA-VACU-074,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
JC403,JC Bose Block,Digital Multimeter,https://drive.google.com/file/d/1PO_EXAMPLE_075/view?usp=sharing,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,https://drive.google.com/file/d/1SOP_EXAMPLE_FILE/view?usp=sharing,2025-12-15,2026-12-15,Civil Engineering,Dr. Faculty 3,incharge.jc403@srmap.edu.in,2026-09-30,2026-07-31,2024-03-15,312500,ABC Technologies,2027-03-31,Institute Fund,SRMAP-MM-000075,Digital Multimeter,Digital Multimeter,Asset,Civil Engineering,Capital Asset,SRMAP Standard,DIGI-175,VEN-00175,Nos.,15 Days,RC-2026-CIV-01,Capital Equipment,Asset,Civil Engineering,Laboratory Equipment,Standard Price,GST 18%,90230090,Yes,JC403,1 Nos.,Yes,Not Applicable,JC403,"ABC Technologies, XYZ Systems",SRMA-DIGI-075,https://drive.google.com/file/d/1IsPZVAOsWL0Sr5K1qUTATIn2MmLJxZnJ/view?usp=drive_link,Specification sheet attached / to be updated,Demo master data; replace during final inventory validation
